school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address
Mamukan Nomadic Primary School,AD,Primary,Public,,,8.614266,12.145831,ADSJAD10,"Mamukan Nomadic Primary School, AD State, Nigeria"
Vwezili Primary School Vwezhelii,AD,Primary,Public,,,10.71975,13.32242,ADSMCH13,"Vwezili Primary School Vwezhelii, AD State, Nigeria"
Islamiya Assasu,AD,Other,Public,,,9.6559,11.8145,ADSLMR03,"Islamiya Assasu, AD State, Nigeria"
Koh Primary School,AD,Primary,Public,,,9.45504,12.357117,ADSGRE03,"Koh Primary School, AD State, Nigeria"
Government Day Secondary School,AD,Secondary,Public,,,10.215998,13.458999,ADSMUB01,"Government Day Secondary School, AD State, Nigeria"
Government Day Junior Secondary School Numan III,AD,Secondary,Public,,,9.462088,12.029234,ADSNUM06,"Government Day Junior Secondary School Numan III, AD State, Nigeria"
Danaba II Primary School,AD,Primary,Public,,,8.584311,12.053268,ADSJAD01,"Danaba II Primary School, AD State, Nigeria"
Government Junior Secondary School Gashala,AD,Secondary,Public,,,10.352533,13.099102,ADSHNG08,"Government Junior Secondary School Gashala, AD State, Nigeria"
Wuro Usman Primary Usman,AD,Primary,Public,,,8.645924,12.32807,ADSJAD11,"Wuro Usman Primary Usman, AD State, Nigeria"
Gawa Primary School,AD,Primary,Public,,,9.49262,12.453557,ADSGRE06,"Gawa Primary School, AD State, Nigeria"
Government Junior Secondary School Mubi I,AD,Secondary,Public,,,10.270763,13.281799,ADSMUB05,"Government Junior Secondary School Mubi I, AD State, Nigeria"
Sandaguni Primary School,AD,Primary,Public,,,8.547277,12.025217,ADSJAD01,"Sandaguni Primary School, AD State, Nigeria"
Government Day Senior Secondary School Gashala,AD,Secondary,Public,,,10.3520048,13.0997265,ADSHNG08,"Government Day Senior Secondary School Gashala, AD State, Nigeria"
Government Junior Secondary School Zaibadari Michika,AD,Secondary,Public,,,10.622521,13.38887,ADSMCH06,"Government Junior Secondary School Zaibadari Michika, AD State, Nigeria"
Dibiki Primary School Dibiki,AD,Primary,Public,,,10.55488,13.45545,ADSMCH02,"Dibiki Primary School Dibiki, AD State, Nigeria"
Bakari Hamidu Nursery and Primary School,AD,Primary,Public,,,9.369879,12.549734,ADSGRE05,"Bakari Hamidu Nursery and Primary School, AD State, Nigeria"
Primary School Gonglare,AD,Primary,Public,,,8.85908,12.14912,ADSJAD08,"Primary School Gonglare, AD State, Nigeria"
Rumde Kila Primary School,AD,Primary,Public,,,9.203663,12.387554,ADSYLA08,"Rumde Kila Primary School, AD State, Nigeria"
Government Junior Secondary School,AD,Secondary,Public,,,10.149387,12.902533,ADSHNG02,"Government Junior Secondary School, AD State, Nigeria"
Delchim Primary School,AD,Primary,Public,,,10.545295,13.289867,ADSMCH12,"Delchim Primary School, AD State, Nigeria"
Government Secondary School Mubi,AD,Secondary,Public,,,10.269304,13.28824,ADSMUB05,"Government Secondary School Mubi, AD State, Nigeria"
Namta Primary School,AD,Primary,Public,,,10.399665,12.565822,ADSGMB05,"Namta Primary School, AD State, Nigeria"
Fiyel Nomadic Primary School,AD,Primary,Public,,,10.192303,13.323004,ADSGYL04,"Fiyel Nomadic Primary School, AD State, Nigeria"
Government Junior Secondary School,AD,Secondary,Public,,,9.89932,12.003601,ADSSHG09,"Government Junior Secondary School, AD State, Nigeria"
Government Secondary Schoo Junior Secondary School,AD,Secondary,Public,,,10.297796,12.773591,ADSGMB08,"Government Secondary Schoo Junior Secondary School, AD State, Nigeria"
Tito Primary School,AD,Primary,Public,,,9.558887,11.730441,ADSLMR08,"Tito Primary School, AD State, Nigeria"
Nomadic Primary School Sami,AD,Primary,Public,,,8.784125,12.413717,ADSJAD07,"Nomadic Primary School Sami, AD State, Nigeria"
Goron Primary School,AD,Primary,Public,,,9.491172,12.30209,ADSGRE03,"Goron Primary School, AD State, Nigeria"
Bagada Normadic Primary School,AD,Primary,Public,,,9.848235,12.94934,ADSSNG11,"Bagada Normadic Primary School, AD State, Nigeria"
Wuro Gadauji Primary School,AD,Primary,Public,,,8.450416,12.122603,ADSGAN04,"Wuro Gadauji Primary School, AD State, Nigeria"
Moda Primary School,AD,Primary,Public,,,10.634432,13.407346,ADSMCH08,"Moda Primary School, AD State, Nigeria"
Gadjo Primary School,AD,Primary,Public,,,8.505852,12.375961,ADSJAD11,"Gadjo Primary School, AD State, Nigeria"
Bole III Primary School,AD,Primary,Public,,,9.161558,12.497905,ADSYLA03,"Bole III Primary School, AD State, Nigeria"
Duda Primary School,AD,Primary,Public,,,10.277902,13.337876,ADSMUB10,"Duda Primary School, AD State, Nigeria"
Pupha Primary School,AD,Primary,Public,,,9.689703,12.270087,ADSSNG10,"Pupha Primary School, AD State, Nigeria"
Kwanan Kuka Primary School,AD,Primary,Public,,,10.236848,13.002539,ADSHNG01,"Kwanan Kuka Primary School, AD State, Nigeria"
Manzil Primary School,AD,Primary,Public,,,10.463254,13.337837,ADSMUB02,"Manzil Primary School, AD State, Nigeria"
Moderi Junior Secondary School,AD,Secondary,Public,,,9.292464,12.509912,ADSGRE08,"Moderi Junior Secondary School, AD State, Nigeria"
Tenah and Ganjing Junior Secondary School,AD,Secondary,Public,,,10.138896,12.191065,ADSGMB10,"Tenah and Ganjing Junior Secondary School, AD State, Nigeria"
Ntorong Primary School,AD,Primary,Public,,,9.277302,11.902015,ADSDSA01,"Ntorong Primary School, AD State, Nigeria"
Sangudin Primary School,AD,Primary,Public,,,8.43587,11.982136,ADSGAN05,"Sangudin Primary School, AD State, Nigeria"
Government Junior Secondary School,AD,Secondary,Public,,,8.560845,12.00775,ADSGAN10,"Government Junior Secondary School, AD State, Nigeria"
Mbula II Primary School,AD,Primary,Public,,,9.510784,12.187034,ADSDSA09,"Mbula II Primary School, AD State, Nigeria"
Tola Central Primary School,AD,Primary,Public,,,8.757081,11.971159,ADSMWA11,"Tola Central Primary School, AD State, Nigeria"
Kaudi Primary School,AD,Primary,Public,,,10.147103,12.59613,ADSGMB09,"Kaudi Primary School, AD State, Nigeria"
Masangnare Primary School,AD,Primary,Public,,,8.071529,12.01811,ADSTNG08,"Masangnare Primary School, AD State, Nigeria"
Mayo Sanganare Primary School,AD,Primary,Public,,,9.061826,12.090889,ADSFUR06,"Mayo Sanganare Primary School, AD State, Nigeria"
Bajabure Primary School,AD,Primary,Public,,,9.302443,12.468524,ADSGRE02,"Bajabure Primary School, AD State, Nigeria"
Primary School Jang Jang,AD,Primary,Public,,,8.99927,11.9004,ADSMWA06,"Primary School Jang Jang, AD State, Nigeria"
Kpakmiyigi Primary School,AD,Primary,Public,,,9.492778,12.27007,ADSDSA03,"Kpakmiyigi Primary School, AD State, Nigeria"
Jera Malabu Primary School,AD,Primary,Public,,,9.615848,12.782399,ADSFUR10,"Jera Malabu Primary School, AD State, Nigeria"
Wumtuturu Primary School,AD,Primary,Public,,,10.253364,12.312423,ADSGMB04,"Wumtuturu Primary School, AD State, Nigeria"
Yanga Primary School,AD,Primary,Public,,,9.405351,11.661179,ADSNUM02,"Yanga Primary School, AD State, Nigeria"
Pirfa Primary School,AD,Primary,Public,,,10.450192,12.56577,ADSGMB05,"Pirfa Primary School, AD State, Nigeria"
Bujum Kona Primary School,AD,Primary,Public,,,9.311082,11.660172,ADSDSA08,"Bujum Kona Primary School, AD State, Nigeria"
Garin Godo Primary School,AD,Primary,Public,,,9.602438,12.364,ADSSNG09,"Garin Godo Primary School, AD State, Nigeria"
Sanken Primary School,AD,Primary,Public,,,8.4208,11.976291,ADSGAN05,"Sanken Primary School, AD State, Nigeria"
Garwa Nomadic School,AD,Primary,Public,,,8.569562,12.242862,ADSGAN01,"Garwa Nomadic School, AD State, Nigeria"
Waltadi Primary School,AD,Primary,Public,,,9.729892,12.247071,ADSSNG10,"Waltadi Primary School, AD State, Nigeria"
Kesuer Nomadic Primary School,AD,Primary,Public,,,10.8711,13.5063,ADSMDG04,"Kesuer Nomadic Primary School, AD State, Nigeria"
Wuro Jabe Primary School,AD,Primary,Public,,,10.0281126,11.8397149,ADSGUY02,"Wuro Jabe Primary School, AD State, Nigeria"
Airforce Primary School Yola,AD,Primary,Public,,,9.2674454,12.4357022,ADSYLN06,"Airforce Primary School Yola, AD State, Nigeria"
Suktu Satte Primary School,AD,Primary,Public,,,9.623261,12.396569,ADSSNG09,"Suktu Satte Primary School, AD State, Nigeria"
Government Day Secondary School Timbukum,AD,Secondary,Public,,,8.190362,12.034548,ADSTNG10,"Government Day Secondary School Timbukum, AD State, Nigeria"
Konchi Primary School,AD,Primary,Public,,,9.4590995,12.818296,ADSFUR10,"Konchi Primary School, AD State, Nigeria"
Muva Central Primary School,AD,Primary,Public,,,10.425745,13.303632,ADSMUB06,"Muva Central Primary School, AD State, Nigeria"
Mal Jaussunnah Lslamiyya Primary School,AD,Primary,Public,,,9.364798,12.552031,ADSGRE05,"Mal Jaussunnah Lslamiyya Primary School, AD State, Nigeria"
Temmshe Primary School,AD,Primary,Public,,,9.0247868,12.4188941,ADSFUR09,"Temmshe Primary School, AD State, Nigeria"
Sitim Primary School,AD,Primary,Public,,,8.436074,11.929571,ADSGAN05,"Sitim Primary School, AD State, Nigeria"
Sanda Girls Child Model Primary School,AD,Primary,Public,,,9.2143807,12.4768148,ADSYLA05,"Sanda Girls Child Model Primary School, AD State, Nigeria"
Anguwanyangur Primary School,AD,Primary,Public,,,9.356044,12.546367,ADSGRE04,"Anguwanyangur Primary School, AD State, Nigeria"
Dumga Primary Normadic School,AD,Primary,Public,,,9.234884,12.329652,ADSYLA08,"Dumga Primary Normadic School, AD State, Nigeria"
Bonanga Primary School,AD,Primary,Public,,,9.395673,11.70744,ADSNUM10,"Bonanga Primary School, AD State, Nigeria"
Jigawa Primary School,AD,Primary,Public,,,9.581033,12.044363,ADSNUM01,"Jigawa Primary School, AD State, Nigeria"
Government Junior Secondary School Boarding Boys Demsawo,AD,Secondary,Public,,,9.2815276,12.4331926,ADSYLN09,"Government Junior Secondary School Boarding Boys Demsawo, AD State, Nigeria"
Government Day Secondary School Imburu,AD,Secondary,Public,,,9.486222,12.017188,ADSNUM04,"Government Day Secondary School Imburu, AD State, Nigeria"
C P S Ribadu Primary,AD,Primary,Public,,,9.295977,12.708415,ADSFUR08,"C P S Ribadu Primary, AD State, Nigeria"
Wurolabai Nomadic Primary School,AD,Primary,Public,,,9.507138,12.687892,ADSFUR07,"Wurolabai Nomadic Primary School, AD State, Nigeria"
Vocational Technical Training Centre,AD,Tertiary,Public,,,9.460399,12.032445,ADSNUM06,"Vocational Technical Training Centre, AD State, Nigeria"
Kankala Garta Primary School,AD,Primary,Public,,,10.600022,13.502853,ADSMCH03,"Kankala Garta Primary School, AD State, Nigeria"
Wuro Jabbi Primary School,AD,Primary,Public,,,8.875747,12.208513,ADSJAD08,"Wuro Jabbi Primary School, AD State, Nigeria"
Girburum II Primary School,AD,Primary,Public,,,10.119404,13.392894,ADSGYL02,"Girburum II Primary School, AD State, Nigeria"
Wapa Primary School,AD,Primary,Public,,,9.269553,12.019048,ADSMWA04,"Wapa Primary School, AD State, Nigeria"
Dakri and Damare Government Junior Secondary School,AD,Secondary,Public,,,9.331797,12.438417,ADSGRE02,"Dakri and Damare Government Junior Secondary School, AD State, Nigeria"
Koma Primary School,AD,Primary,Public,,,10.298295,13.314954,ADSMUB10,"Koma Primary School, AD State, Nigeria"
Kuva Gaya Primary School,AD,Primary,Public,,,10.430733,13.004621,ADSHNG04,"Kuva Gaya Primary School, AD State, Nigeria"
Government Junior Secondary School Sammeri,AD,Secondary,Public,,,8.429898,11.951594,ADSGAN05,"Government Junior Secondary School Sammeri, AD State, Nigeria"
Furemone Primary School,AD,Primary,Public,,,10.120607,13.209039,ADSMAH07,"Furemone Primary School, AD State, Nigeria"
Lugdira Boys Primary School,AD,Primary,Public,,,10.092256,13.200641,ADSMAH06,"Lugdira Boys Primary School, AD State, Nigeria"
Mbela Lagaje Primary School,AD,Primary,Public,,,9.018017,12.010517,ADSMWA12,"Mbela Lagaje Primary School, AD State, Nigeria"
Kaurami Primary School,AD,Primary,Public,,,9.269154,12.033169,ADSMWA09,"Kaurami Primary School, AD State, Nigeria"
Taso Nomadic School,AD,Primary,Public,,,8.76564,11.899417,ADSMWA11,"Taso Nomadic School, AD State, Nigeria"
Jalingo Uba Primary School,AD,Primary,Public,,,10.38856,13.208864,ADSMUB03,"Jalingo Uba Primary School, AD State, Nigeria"
Government Junior Secondary School Bakta,AD,Secondary,Public,,,9.847655,12.174681,ADSSHG01,"Government Junior Secondary School Bakta, AD State, Nigeria"
Golare II Primary School,AD,Primary,Public,,,9.770476,12.584743,ADSSNG07,"Golare II Primary School, AD State, Nigeria"
Chaba Primary School,AD,Primary,Public,,,10.15546,13.369755,ADSGYL08,"Chaba Primary School, AD State, Nigeria"
Wuro Yanka Junior Secondary School,AD,Secondary,Public,,,9.286236,12.230426,ADSYLA09,"Wuro Yanka Junior Secondary School, AD State, Nigeria"
Deben Primary School,AD,Primary,Public,,,9.880929,12.133474,ADSSHG01,"Deben Primary School, AD State, Nigeria"
Bushikiri II Primary School,AD,Primary,Public,,,9.635319,11.839463,ADSLMR03,"Bushikiri II Primary School, AD State, Nigeria"
Mallam Madugu Primary School,AD,Primary,Public,,,9.573472,12.569176,ADSGRE10,"Mallam Madugu Primary School, AD State, Nigeria"
Kwashini Primary School,AD,Primary,Public,,,10.415335,13.422027,ADSMUB07,"Kwashini Primary School, AD State, Nigeria"
Zah Primary School,AD,Primary,Public,,,10.460648,13.490395,ADSMCH16,"Zah Primary School, AD State, Nigeria"
Government Girls Day Secondary School Waja,AD,Secondary,Public,,,10.233184,12.916479,ADSHNG06,"Government Girls Day Secondary School Waja, AD State, Nigeria"
Sina Nomadic Primary School,AD,Primary,Public,,,10.568576,13.526648,ADSMCH11,"Sina Nomadic Primary School, AD State, Nigeria"
Leda Primary School,AD,Primary,Public,,,10.266685,12.195858,ADSSHG04,"Leda Primary School, AD State, Nigeria"
Government Junior Secondary School Dilli,AD,Secondary,Public,,,9.537142,12.157426,ADSDSA04,"Government Junior Secondary School Dilli, AD State, Nigeria"
International Premier School Pakka,AD,Primary,Public,,,10.116658,13.219167,ADSMAH07,"International Premier School Pakka, AD State, Nigeria"
Damare Primary School,AD,Primary,Public,,,9.6507,12.969031,ADSFUR02,"Damare Primary School, AD State, Nigeria"
Bulkum Primary School,AD,Primary,Public,,,9.500291,11.797791,ADSNUM05,"Bulkum Primary School, AD State, Nigeria"
Central Primary School,AD,Primary,Public,,,9.9061606,11.9284112,ADSGUY07,"Central Primary School, AD State, Nigeria"
Dambara Primary School,AD,Primary,Public,,,7.908362,11.594226,ADSTNG07,"Dambara Primary School, AD State, Nigeria"
Government Junior Secondary School Sigire,AD,Secondary,Public,,,9.928988,12.61804,ADSSNG06,"Government Junior Secondary School Sigire, AD State, Nigeria"
Gwanlura Primary School,AD,Primary,Public,,,9.793251,11.916696,ADSGUY04,"Gwanlura Primary School, AD State, Nigeria"
Njebjeba Primary School,AD,Primary,Public,,,10.144933,12.47625,ADSGMB03,"Njebjeba Primary School, AD State, Nigeria"
Ngbenkwe Primary School,AD,Primary,Public,,,9.404137,11.8837,ADSDSA05,"Ngbenkwe Primary School, AD State, Nigeria"
Gamu Primary School,AD,Primary,Public,,,8.272062,12.069034,ADSGAN02,"Gamu Primary School, AD State, Nigeria"
Government Junior Secondary School Bare,AD,Secondary,Public,,,9.612145,12.050588,ADSNUM01,"Government Junior Secondary School Bare, AD State, Nigeria"
Kiro Primary School,AD,Primary,Public,,,10.051844,12.280994,ADSGMB02,"Kiro Primary School, AD State, Nigeria"
Command Children School Junior Secondary School,AD,Secondary,Public,,,9.230921,12.423201,ADSYLN06,"Command Children School Junior Secondary School, AD State, Nigeria"
Hole Primary School,AD,Primary,Public,,,10.050114,13.188608,ADSMAH06,"Hole Primary School, AD State, Nigeria"
Government Junior Secondary School Fabraune,AD,Secondary,Public,,,9.3555,11.8966,ADSDSA05,"Government Junior Secondary School Fabraune, AD State, Nigeria"
Tumuda Primary School,AD,Primary,Public,,,10.204507,13.416372,ADSGYL01,"Tumuda Primary School, AD State, Nigeria"
Horare Primary,AD,Primary,Public,,,9.293072,12.056921,ADSMWA09,"Horare Primary, AD State, Nigeria"
Konan Lauje Nomadic Primary School,AD,Primary,Public,,,9.216131,12.113567,ADSMWA09,"Konan Lauje Nomadic Primary School, AD State, Nigeria"
Mamukan Primary School,AD,Primary,Public,,,8.622543,12.135751,ADSJAD10,"Mamukan Primary School, AD State, Nigeria"
Government Junior Secondary School Madagali,AD,Secondary,Public,,,10.895321,13.616267,ADSMDG06,"Government Junior Secondary School Madagali, AD State, Nigeria"
Chika Junior Secondary School,AD,Secondary,Public,,,10.403512,13.049562,ADSHNG04,"Chika Junior Secondary School, AD State, Nigeria"
Boro Primary School,AD,Primary,Public,,,8.642676,12.108277,ADSJAD10,"Boro Primary School, AD State, Nigeria"
Government Junior Secondary School Rigange,AD,Secondary,Public,,,9.572749,11.759151,ADSLMR08,"Government Junior Secondary School Rigange, AD State, Nigeria"
Government Junior Day Secondary School Kwabapale,AD,Secondary,Public,,,10.651495,13.332452,ADSMCH13,"Government Junior Day Secondary School Kwabapale, AD State, Nigeria"
Muvur Primary School,AD,Primary,Public,,,10.415003,13.306299,ADSMUB08,"Muvur Primary School, AD State, Nigeria"
Sabon Gari Primary School,AD,Primary,Public,,,8.648366,12.235713,ADSJAD10,"Sabon Gari Primary School, AD State, Nigeria"
Salasa Primary School,AD,Primary,Public,,,9.634237,12.445208,ADSSNG09,"Salasa Primary School, AD State, Nigeria"
Janawri Primary School,AD,Primary,Public,,,9.371236,11.862246,ADSDSA05,"Janawri Primary School, AD State, Nigeria"
Safatawa Primary School,AD,Primary,Public,,,9.025129,12.398253,ADSFUR09,"Safatawa Primary School, AD State, Nigeria"
Batum Primary School,AD,Primary,Public,,,9.851882,12.3563,ADSSNG01,"Batum Primary School, AD State, Nigeria"
GMMC Yola,AD,Secondary,Public,,,9.250019,12.448665,ADSYLN06,"GMMC Yola, AD State, Nigeria"
Government Day Junior Secondary School Drima,AD,Secondary,Public,,,9.806273,12.330786,ADSSNG01,"Government Day Junior Secondary School Drima, AD State, Nigeria"
Gurun Primary School Galga,AD,Primary,Public,,,10.294726,12.440847,ADSGMB04,"Gurun Primary School Galga, AD State, Nigeria"
Lidle Primary School,AD,Primary,Public,,,10.630351,13.430825,ADSMCH10,"Lidle Primary School, AD State, Nigeria"
Government Secondary School Zhedinyi,AD,Secondary,Public,,,10.142101,12.993931,ADSHNG02,"Government Secondary School Zhedinyi, AD State, Nigeria"
Maki Junior Secondary School,AD,Secondary,Public,,,10.385748,13.041258,ADSHNG04,"Maki Junior Secondary School, AD State, Nigeria"
Kurara Primary School,AD,Primary,Public,,,10.323066,12.581797,ADSGMB08,"Kurara Primary School, AD State, Nigeria"
Government Day Secondary School Nassarawa Jerreng,AD,Secondary,Public,,,8.962957,11.895109,ADSMWA06,"Government Day Secondary School Nassarawa Jerreng, AD State, Nigeria"
Government Day Secondary School Junior Section Gulak,AD,Secondary,Public,,,10.805777,13.451378,ADSMDG03,"Government Day Secondary School Junior Section Gulak, AD State, Nigeria"
Zaibadari Primary School,AD,Primary,Public,,,10.621837,13.388723,ADSMCH06,"Zaibadari Primary School, AD State, Nigeria"
Madanya Primary School,AD,Primary,Public,,,10.26489,13.309341,ADSGYL08,"Madanya Primary School, AD State, Nigeria"
Luggere Primary School,AD,Primary,Public,,,9.303433,12.703635,ADSFUR08,"Luggere Primary School, AD State, Nigeria"
Government Junior Secondary School Bitiku,AD,Secondary,Public,,,10.890142,13.375099,ADSMDG03,"Government Junior Secondary School Bitiku, AD State, Nigeria"
Dayiri Primary School,AD,Primary,Public,,,8.511509,11.939164,ADSGAN09,"Dayiri Primary School, AD State, Nigeria"
Njahili Primary School,AD,Primary,Public,,,10.739426,13.425313,ADSMDG02,"Njahili Primary School, AD State, Nigeria"
Muchalla Central Primary School,AD,Primary,Public,,,10.361079,13.372731,ADSMUB08,"Muchalla Central Primary School, AD State, Nigeria"
Ngurore Primary School,AD,Primary,Public,,,10.215463,12.675567,ADSGMB09,"Ngurore Primary School, AD State, Nigeria"
Kaptarere Primary School,AD,Primary,Public,,,9.495653,12.465926,ADSGRE06,"Kaptarere Primary School, AD State, Nigeria"
Bida Wakka Primary School,AD,Primary,Public,,,9.237131,11.934897,ADSDSA01,"Bida Wakka Primary School, AD State, Nigeria"
Kafain Hausa Primary School Kafain Hausa,AD,Primary,Public,,,10.87626,13.54072,ADSMDG04,"Kafain Hausa Primary School Kafain Hausa, AD State, Nigeria"
Zakawan Primary School,AD,Primary,Public,,,9.667355,11.83022,ADSGUY06,"Zakawan Primary School, AD State, Nigeria"
Government Secondary School Jada,AD,Secondary,Public,,,8.780734,12.166078,ADSJAD03,"Government Secondary School Jada, AD State, Nigeria"
Mbidimci Primary School,AD,Primary,Public,,,9.569452,12.411215,ADSGRE09,"Mbidimci Primary School, AD State, Nigeria"
Bali Central Primary School,AD,Primary,Public,,,9.307503,11.804694,ADSDSA08,"Bali Central Primary School, AD State, Nigeria"
Demsawo Primary School,AD,Primary,Public,,,9.28221,12.434942,ADSYLN09,"Demsawo Primary School, AD State, Nigeria"
Timkpwa Primary School,AD,Primary,Public,,,8.024611,11.567016,ADSTNG07,"Timkpwa Primary School, AD State, Nigeria"
Here Primary School,AD,Primary,Public,,,10.078507,12.236324,ADSGMB02,"Here Primary School, AD State, Nigeria"
Bwadai Primary School Bwadai,AD,Primary,Public,,,9.829679,12.353453,ADSSNG01,"Bwadai Primary School Bwadai, AD State, Nigeria"
Data Nomadic,AD,Primary,Public,,,9.967216,12.255587,ADSGMB02,"Data Nomadic, AD State, Nigeria"
Mbilla Girl Child Primary School,AD,Primary,Public,,,9.055451,12.055201,ADSMWA08,"Mbilla Girl Child Primary School, AD State, Nigeria"
Logolwa Primary School,AD,Primary,Public,,,9.603555,11.519362,ADSLMR09,"Logolwa Primary School, AD State, Nigeria"
Government Boarding Junior Secondary School Fufore,AD,Secondary,Public,,,9.205139,12.678189,ADSFUR03,"Government Boarding Junior Secondary School Fufore, AD State, Nigeria"
Kerau 1 Primary School,AD,Primary,Public,,,9.6870413,11.8950332,ADSGUY08,"Kerau 1 Primary School, AD State, Nigeria"
Dangir Junior Secondary School Arah,AD,Secondary,Public,,,9.97208,11.8385898,ADSGUY02,"Dangir Junior Secondary School Arah, AD State, Nigeria"
Mbishim Junior Secondary School,AD,Secondary,Public,,,10.213222,12.340894,ADSGMB04,"Mbishim Junior Secondary School, AD State, Nigeria"
Mayo Duken Primary School,AD,Primary,Public,,,8.034348,11.803669,ADSTNG02,"Mayo Duken Primary School, AD State, Nigeria"
Shagari Primary School,AD,Primary,Public,,,9.185931,12.477925,ADSYLA03,"Shagari Primary School, AD State, Nigeria"
Rugange Primary School,AD,Primary,Public,,,9.227901,12.513398,ADSYLA06,"Rugange Primary School, AD State, Nigeria"
Kelele Primary Song Gari,AD,Primary,Public,,,9.820175,12.630386,ADSSNG07,"Kelele Primary Song Gari, AD State, Nigeria"
Hildi A Primary School,AD,Primary,Public,,,10.39723,13.177928,ADSHNG05,"Hildi A Primary School, AD State, Nigeria"
Alkali Manga,AD,Primary,Public,,,8.72034,11.925845,ADSMWA03,"Alkali Manga, AD State, Nigeria"
Government Day Secondary School Junior Section Betso Central,AD,Secondary,Public,,,10.498525,13.325575,ADSMUB02,"Government Day Secondary School Junior Section Betso Central, AD State, Nigeria"
Gongoshi Model Nomadic,AD,Primary,Public,,,9.168308,12.104451,ADSMWA09,"Gongoshi Model Nomadic, AD State, Nigeria"
Buganya Primary School,AD,Primary,Public,,,9.024096,11.835557,ADSMWA06,"Buganya Primary School, AD State, Nigeria"
Government Junior Secondary School Kpakmiyagi,AD,Secondary,Public,,,9.492445,12.269846,ADSDSA03,"Government Junior Secondary School Kpakmiyagi, AD State, Nigeria"
Tahua Primary School,AD,Primary,Public,,,9.511495,12.163373,ADSDSA09,"Tahua Primary School, AD State, Nigeria"
Mubula Primary School,AD,Primary,Public,,,10.37277,13.040782,ADSHNG04,"Mubula Primary School, AD State, Nigeria"
Government Day Junior Secondary School Opalo,AD,Secondary,Public,,,9.509372,11.926946,ADSLMR07,"Government Day Junior Secondary School Opalo, AD State, Nigeria"
Kilalai Primary School,AD,Primary,Public,,,7.914508,11.879527,ADSTNG03,"Kilalai Primary School, AD State, Nigeria"
Garikida C Primary School,AD,Primary,Public,,,10.400066,12.566223,ADSGMB05,"Garikida C Primary School, AD State, Nigeria"
Chukkol Batare Primary School,AD,Primary,Public,,,9.022451,11.995993,ADSMWA12,"Chukkol Batare Primary School, AD State, Nigeria"
Shinwa Primary School,AD,Primary,Public,,,10.189696,13.40497,ADSGYL01,"Shinwa Primary School, AD State, Nigeria"
Yelwa Primary School,AD,Primary,Public,,,8.505511,11.97875,ADSGAN09,"Yelwa Primary School, AD State, Nigeria"
Primary School Shebulur,AD,Primary,Public,,,9.81646,12.1751,ADSSNG10,"Primary School Shebulur, AD State, Nigeria"
Jalingo Primary School,AD,Primary,Public,,,8.757945,12.358171,ADSJAD07,"Jalingo Primary School, AD State, Nigeria"
Waranki Primary School Michika,AD,Primary,Public,,,10.645087,13.415207,ADSMCH08,"Waranki Primary School Michika, AD State, Nigeria"
Gongoshi III Primary School,AD,Primary,Public,,,9.300467,12.133939,ADSYLA11,"Gongoshi III Primary School, AD State, Nigeria"
Dutse Maka Primary School,AD,Primary,Public,,,9.533199,11.613637,ADSLMR09,"Dutse Maka Primary School, AD State, Nigeria"
Government Day Secondary School,AD,Secondary,Public,,,9.223707,12.6479947,ADSFUR03,"Government Day Secondary School, AD State, Nigeria"
Mayo Bani Central Primary School,AD,Primary,Public,,,10.438207,13.241429,ADSMUB06,"Mayo Bani Central Primary School, AD State, Nigeria"
Bayan Dutse I Primary School,AD,Primary,Public,,,9.639999,11.979887,ADSSHG03,"Bayan Dutse I Primary School, AD State, Nigeria"
Brishi Shuwa Primary School,AD,Primary,Public,,,10.695645,13.451558,ADSMDG02,"Brishi Shuwa Primary School, AD State, Nigeria"
Guyaku Pilot Primary School,AD,Primary,Public,,,10.334975,12.664586,ADSGMB08,"Guyaku Pilot Primary School, AD State, Nigeria"
Falu II Primary School,AD,Primary,Public,,,9.854935,11.839006,ADSGUY05,"Falu II Primary School, AD State, Nigeria"
Gyakan Primary School,AD,Primary,Public,,,9.486785,11.536575,ADSLMR09,"Gyakan Primary School, AD State, Nigeria"
Primary School Gang Yaki G,AD,Primary,Public,,,8.74801,11.99162,ADSMWA03,"Primary School Gang Yaki G, AD State, Nigeria"
LGEA Primary School Tubto,AD,Primary,Public,,,9.613316,11.65813,ADSLMR06,"LGEA Primary School Tubto, AD State, Nigeria"
Kiri Fulani Primary School,AD,Primary,Public,,,9.0921956,12.2137736,ADSFUR06,"Kiri Fulani Primary School, AD State, Nigeria"
Tingno I Primary School,AD,Primary,Public,,,9.542992,11.689374,ADSLMR10,"Tingno I Primary School, AD State, Nigeria"
Government Secondary School Bazza,AD,Secondary,Public,,,10.56553,13.32276,ADSMCH12,"Government Secondary School Bazza, AD State, Nigeria"
Gukilba Primary School,AD,Primary,Public,,,10.405303,13.085417,ADSHNG04,"Gukilba Primary School, AD State, Nigeria"
Girls Nursery and Primary School,AD,Primary,Public,,,10.160909,12.747128,ADSGMB07,"Girls Nursery and Primary School, AD State, Nigeria"
Bille Central Primary School,AD,Primary,Public,,,9.264694,11.899521,ADSDSA01,"Bille Central Primary School, AD State, Nigeria"
Gudure Primary School,AD,Primary,Public,,,9.832677,12.613038,ADSSNG07,"Gudure Primary School, AD State, Nigeria"
